Parameters vs Time
Line A: Structure Forces, Total Force/Moment - Global X (floater) [N]

*Time (s);Line A (N)
10124.5;-5831.25
10124.60059;-7655.955078125
10124.7002;-7997.458984375
10124.7998;-6926.998046875
10124.90039;-3782.2548828125
10125;1048.4462890625
10125.10059;8274.001953125
10125.2002;17913.486328125
10125.2998;29884.951171875
10125.40039;44951.3046875
10125.5;62949.234375
10125.60059;83828.421875
10125.7002;107552.0859375
10125.7998;134651.4375
10125.90039;165107.140625
10126;198307.15625
10126.10059;234460.0625
10126.2002;273437.59375
10126.2998;314895.65625
10126.40039;358695.875
10126.5;404286.96875
10126.60059;452292.40625
10126.7002;500956.8125
10126.7998;550674.875
10126.90039;601077.5625
10127;650287.5625
10127.10059;700447.625
10127.2002;749491.125
10127.2998;797544.125
10127.40039;843717.6875
10127.5;887235.8125
10127.60059;928634.8125
10127.7002;967218.1875
10127.7998;1003506.8125
10127.90039;1036242.125
10128;1065797.625
10128.10059;1091631.875
10128.2002;1113324.625
10128.2998;1132482.625
10128.40039;1147846.75
10128.5;1159753.25
10128.60059;1168896.625
10128.7002;1174868.625
10128.7998;1178414.125
10128.90039;1179286.5
10129;1178121.125
10129.10059;1175165.75
10129.2002;1171208.5
10129.2998;1165652.625
10129.40039;1159634.875
10129.5;1153385.375
10129.60059;1146556.625
10129.7002;1140238
10129.7998;1134386.75
10129.90039;1128670.5
10130;1123961.75
10130.10059;1119240
10130.2002;1115192.5
10130.2998;1113138.75
10130.40039;1110665.375
10130.5;1109276
10130.60059;1108253.375
10130.7002;1108134
10130.7998;1108005.125
10130.90039;1106741.25
10131;1106409.375
10131.10059;1104853
10131.2002;1102988.875
10131.2998;1100223.5
10131.40039;1096475.875
10131.5;1091399.25
10131.60059;1084969.125
10131.7002;1076924.5
10131.7998;1067782.875
10131.90039;1057156.375
10132;1044225.9375
10132.10059;1031029.3125
10132.2002;1016656.6875
10132.2998;1000716.5625
10132.40039;984167.875
10132.5;966005.25
10132.60059;948365.6875
10132.7002;930259.375
10132.7998;912938.5
10132.90039;895182.875
10133;879278.4375
10133.10059;863312.5625
10133.2002;848655.875
10133.2998;835875.8125
10133.40039;824483.8125
10133.5;814843.125
10133.60059;806127.3125
10133.7002;800280.875
10133.7998;796444.4375
10133.90039;793397.9375
10134;792635.5
10134.10059;792983.6875
10134.2002;794435.4375
10134.2998;797083.625
10134.40039;800168.25
10134.5;803701.3125
10134.60059;807270.9375
10134.7002;810601.25
10134.7998;813308.5
10134.90039;814896
10135;814734.1875
10135.10059;813210.75
10135.2002;809225.375
10135.2998;803615.6875
10135.40039;795136.1875
10135.5;784200.625
10135.60059;770619.5
10135.7002;754947.25
10135.7998;736260.625
10135.90039;715036.3125
10136;692291.9375
10136.10059;666644.0625
10136.2002;640456.4375
10136.2998;612319.8125
10136.40039;583057.0625
10136.5;553601
10136.60059;524064.09375
10136.7002;494969
10136.7998;466649.625
10136.90039;439931.71875
10137;414467.71875
10137.10059;391819.09375
10137.2002;371311.0625
10137.2998;354081
10137.40039;339922.28125
10137.5;328953.9375
10137.60059;322185.34375
10137.7002;318395.5
10137.7998;319061.375
10137.90039;322711.78125
10138;330298.25
10138.10059;340858.375
10138.2002;354794.15625
10138.2998;371429.1875
10138.40039;390993.78125
10138.5;412251.09375
10138.60059;435297.96875
10138.7002;459406.75
10138.7998;484602.96875
10138.90039;510036.625
10139;535280.6875
10139.10059;560579.3125
10139.2002;584614.25
10139.2998;607310.0625
10139.40039;628800.625
10139.5;647986.625
10139.60059;665236.8125
10139.7002;680594.4375
10139.7998;693371.5
10139.90039;704139.25
10140;712411.0625
10140.10059;718600.9375
10140.2002;722346.6875
10140.2998;724153.5
10140.40039;724093.5
10140.5;722669
10140.60059;719880
10140.7002;716383.8125
10140.7998;711821.8125
10140.90039;706676.5
10141;701280
10141.10059;695996.5625
10141.2002;691055.0625
10141.2998;686798.25
10141.40039;683031.6875
10141.5;680156.5
10141.60059;678032.75
10141.7002;676709.3125
10141.7998;676469.125
10141.90039;677133.5625
10142;679004.125
10142.10059;681222.875
10142.2002;684037.0625
10142.2998;687266.0625
10142.40039;690909.125
10142.5;694222.0625
10142.60059;697461.5
10142.7002;700547.5
10142.7998;702607.875
10142.90039;703965.75
10143;704307.1875
10143.10059;703403.9375
10143.2002;701263.5625
10143.2998;698000.875
10143.40039;692655.9375
10143.5;685868.4375
10143.60059;677365.0625
10143.7002;667631.6875
10143.7998;656345.625
10143.90039;643746.375
10144;630008.25
10144.10059;614819.1875
10144.2002;599161.5
10144.2998;583138.75
10144.40039;565967.5625
10144.5;549191.5625
10144.60059;531921.8125
10144.7002;516015.3125
10144.7998;500143.59375
10144.90039;484731.59375
10145;470400.84375
10145.10059;457136.5625
10145.2002;444717.59375
10145.2998;434187
10145.40039;425030.84375
10145.5;417231.40625
10145.60059;410240
10145.7002;405209.75
10145.7998;401273.6875
10145.90039;398730.78125
10146;397161.9375
10146.10059;396573.625
10146.2002;396464.03125
10146.2998;397266.3125
10146.40039;398429.90625
10146.5;399840.28125
10146.60059;401038.59375
10146.7002;402415.375
10146.7998;403277.25
10146.90039;403934.5
10147;403909.15625
10147.10059;403278.75
10147.2002;401664.8125
10147.2998;399409.25
10147.40039;396405.71875
10147.5;392568.71875
10147.60059;387699.6875
10147.7002;382209.75
10147.7998;375865.1875
10147.90039;369298.46875
10148;362269.3125
10148.10059;354791.03125
10148.2002;347134.46875
10148.2998;339835.375
10148.40039;332062.5625
10148.5;325030.46875
10148.60059;318160.96875
10148.7002;312280.65625
10148.7998;306954.1875
10148.90039;302368.8125
10149;298967.4375
10149.10059;296481.34375
10149.2002;295008.9375
10149.2998;294691.59375
10149.40039;295577.59375
10149.5;297751.65625
10149.60059;300870.03125
10149.7002;305074.71875
10149.7998;310446.71875
10149.90039;316832.03125
10150;323756.96875
10150.10059;331653.59375
10150.2002;340167.71875
10150.2998;349245.0625
10150.40039;358627.28125
10150.5;368452.3125
10150.60059;378694.78125
10150.7002;388664
10150.7998;398882.21875
10150.90039;409141.15625
10151;419429.8125
10151.10059;429596.25
10151.2002;439301.84375
10151.2998;449023.1875
10151.40039;457913.71875
10151.5;467047.875
10151.60059;475848.4375
10151.7002;484536.71875
10151.7998;493231.03125
10151.90039;501436.4375
10152;509121.21875
10152.10059;516867.34375
10152.2002;524731.5
10152.2998;532049.0625
10152.40039;539686.5
10152.5;547210.25
10152.60059;554950.6875
10152.7002;562145.4375
10152.7998;570006.875
10152.90039;576862.75
10153;584394.9375
10153.10059;591718.375
10153.2002;599167.1875
10153.2998;606445.75
10153.40039;613664.0625
10153.5;620830.4375
10153.60059;628125
10153.7002;634804.875
10153.7998;641437.75
10153.90039;648241.5625
10154;654347.875
10154.10059;660698
10154.2002;666231.375
10154.2998;671736.375
10154.40039;676826.6875
10154.5;681638.75
10154.60059;686193.5625
10154.7002;690407.5
10154.7998;694176.3125
10154.90039;697446
10155;700422.3125
10155.10059;702693.0625
10155.2002;704618.1875
10155.2998;706007.75
10155.40039;706647.125
10155.5;707201.625
10155.60059;706322.375
10155.7002;705033.3125
10155.7998;702901.9375
10155.90039;699969
10156;695966.25
10156.10059;691264.8125
10156.2002;685280.125
10156.2998;677800.75
10156.40039;669831.25
10156.5;660066.5
10156.60059;649229.0625
10156.7002;637181.9375
10156.7998;623546.8125
10156.90039;609038.375
10157;592969.5625
10157.10059;575480.3125
10157.2002;556852.875
10157.2998;537399.0625
10157.40039;516607.21875
10157.5;495315.71875
10157.60059;473164.21875
10157.7002;450612.75
10157.7998;427719.1875
10157.90039;404575.46875
10158;382086.65625
10158.10059;359517.46875
10158.2002;337673.5
10158.2998;316736.75
10158.40039;296775.90625
10158.5;278378.65625
10158.60059;261559.34375
10158.7002;246279.03125
10158.7998;233117.90625
10158.90039;222053.0625
10159;213012.859375
10159.10059;206508.25
10159.2002;202153.109375
10159.2998;200280.8125
10159.40039;200785.3125
10159.5;203632.21875
10159.60059;208618.59375
10159.7002;215636
10159.7998;224487.078125
10159.90039;235145.65625
10160;247190.71875
10160.10059;260556.203125
10160.2002;274812.40625
10160.2998;289329.4375
10160.40039;304535.65625
10160.5;319760.46875
10160.60059;334844.40625
10160.7002;349107.15625
10160.7998;362795.96875
10160.90039;375784.8125
10161;387353.5625
10161.10059;397549.15625
10161.2002;406096.78125
10161.2998;413121.96875
10161.40039;418603.03125
10161.5;422530.4375
10161.60059;424680.84375
10161.7002;425416.03125
10161.7998;424188.53125
10161.90039;421928.34375
10162;418189.875
10162.10059;413936.15625
10162.2002;408469.1875
10162.2998;402721.5625
10162.40039;396402.4375
10162.5;390401.3125
10162.60059;384279.75
10162.7002;378320.71875
10162.7998;373263.78125
10162.90039;369010.71875
10163;365576.1875
10163.10059;363195.0625
10163.2002;362162.40625
10163.2998;362301.40625
10163.40039;363705.34375
10163.5;366237.71875
10163.60059;370284.34375
10163.7002;375024.84375
10163.7998;381014.09375
10163.90039;388112.65625
10164;395888.0625
10164.10059;404295.21875
10164.2002;412681.09375
10164.2998;421274.15625
10164.40039;429735.96875
10164.5;437869.4375
10164.60059;445417.09375
10164.7002;452670.09375
10164.7998;458444.375
10164.90039;463227.3125
10165;466673.1875
10165.10059;469010.625
10165.2002;469528.40625
10165.2998;468573
10165.40039;466253.78125
10165.5;462821.8125
10165.60059;457548.9375
10165.7002;451304.09375
10165.7998;443534.5
10165.90039;434694.46875
10166;425315.34375
10166.10059;414885.40625
10166.2002;404264.5625
10166.2998;393454.75
10166.40039;382442.1875
10166.5;371523.90625
10166.60059;360896.96875
10166.7002;350779.1875
10166.7998;341443.40625
10166.90039;332864.96875
10167;325335.84375
10167.10059;318442.5625
10167.2002;312527.3125
10167.2998;308070
10167.40039;304173.25
10167.5;301506.34375
10167.60059;299512.25
10167.7002;298193.34375
10167.7998;297691.15625
10167.90039;297544.6875
10168;297697.125
10168.10059;298051.625
10168.2002;298609.09375
10168.2998;298539.03125
10168.40039;298300.5625
10168.5;297463.5625
10168.60059;295957.125
10168.7002;293536.5
10168.7998;290474.15625
10168.90039;286377.53125
10169;281527.84375
10169.10059;275612.75
10169.2002;268681.15625
10169.2998;261157.0625
10169.40039;252838.8125
10169.5;244105.34375
10169.60059;234963.921875
10169.7002;225756.4375
10169.7998;216587.75
10169.90039;207492.921875
10170;199350.15625
10170.10059;191559
10170.2002;185235
10170.2998;180152.375
10170.40039;176512.75
10170.5;174579.125
10170.60059;174712.75
10170.7002;176628.78125
10170.7998;180828.609375
10170.90039;187432.53125
10171;196197.078125
10171.10059;207534.9375
10171.2002;220822.75
10171.2998;236391.03125
10171.40039;254327.671875
10171.5;273679.53125
10171.60059;295034.15625
10171.7002;317655.9375
10171.7998;341643.71875
10171.90039;366761.28125
10172;392003.03125
10172.10059;417675.0625
10172.2002;443507.1875
10172.2998;469179.5625
10172.40039;494221
10172.5;518107.875
10172.60059;541380.0625
10172.7002;562896.75
10172.7998;582190.125
10172.90039;600895.5625
10173;616942.5625
10173.10059;631434.0625
10173.2002;643490.8125
10173.2998;653071.75
10173.40039;661140.125
10173.5;666495.375
10173.60059;670671.4375
10173.7002;672292.6875
10173.7998;672667.375
10173.90039;671045.8125
10174;668239.5625
10174.10059;664328.4375
10174.2002;659474.9375
10174.2998;653672.0625
10174.40039;647848.9375
10174.5;641591.1875
10174.60059;635356.75
10174.7002;629282.1875
10174.7998;623833.4375
10174.90039;618531.375
10175;613992.8125
10175.10059;610350.5625
10175.2002;607535.75
10175.2998;605724.25
10175.40039;604986.8125
10175.5;605044.5
10175.60059;605771.625
10175.7002;608042.9375
10175.7998;610281.875
10175.90039;613830.125
10176;617625.1875
10176.10059;622385.125
10176.2002;626853.75
10176.2998;631783.4375
10176.40039;636606.125
10176.5;641339.875
10176.60059;645592.8125
10176.7002;649851.4375
10176.7998;652950.625
10176.90039;655534.5625
10177;657438.5
10177.10059;658335
10177.2002;657929.5625
10177.2998;656583.0625
10177.40039;654421.5
10177.5;650810
10177.60059;645983.6875
10177.7002;640656.25
10177.7998;633543
10177.90039;626323.25
10178;617430.1875
10178.10059;608830.5625
10178.2002;598584.5
10178.2998;588032.125
10178.40039;577025.375
10178.5;565873.6875
10178.60059;554509.625
10178.7002;543162.375
10178.7998;531485.875
10178.90039;520277.84375
10179;508953.25
10179.10059;498208.75
10179.2002;487655.09375
10179.2998;477939.6875
10179.40039;468498.71875
10179.5;459494.875
10179.60059;450997.5
10179.7002;443533.125
10179.7998;436423.625
10179.90039;429848.84375
10180;423058.75
10180.10059;417331.71875
10180.2002;411901.5625
10180.2998;406678
10180.40039;401359.65625
10180.5;396670.28125
10180.60059;391186.90625
10180.7002;386163
10180.7998;380708.3125
10180.90039;375437.21875
10181;369598.96875
10181.10059;363414.625
10181.2002;356852.03125
10181.2998;349849.09375
10181.40039;342043.875
10181.5;334128.96875
10181.60059;325451.0625
10181.7002;316609.375
10181.7998;306920.375
10181.90039;296998.125
10182;286903.53125
10182.10059;276132.28125
10182.2002;265340.59375
10182.2998;254713.21875
10182.40039;244008.796875
10182.5;233768.28125
10182.60059;223677.15625
10182.7002;213980.546875
10182.7998;204821.453125
10182.90039;196771.453125
10183;189445.3125
10183.10059;183146.140625
10183.2002;178110.890625
10183.2998;174344.71875
10183.40039;171914.734375
10183.5;170998.5
10183.60059;171679.671875
10183.7002;174002.78125
10183.7998;178032.5
10183.90039;183881.21875
10184;191430.09375
10184.10059;200488.40625
10184.2002;211283.03125
10184.2998;223474.5625
10184.40039;237236.09375
10184.5;252170.390625
10184.60059;268537.625
10184.7002;285925.15625
10184.7998;304227.875
10184.90039;323346.78125
10185;343043.21875
10185.10059;362779.46875
10185.2002;382755.4375
10185.2998;402810.09375
10185.40039;422717.46875
10185.5;442152.53125
10185.60059;461372.46875
10185.7002;479262.125
10185.7998;496612.40625
10185.90039;512723.4375
10186;527645.625
10186.10059;541546.625
10186.2002;554124.5625
10186.2998;565426.4375
10186.40039;575548.25
10186.5;584044.3125
10186.60059;591117.6875
10186.7002;597365.5625
10186.7998;602019.1875
10186.90039;605402.8125
10187;607929
10187.10059;609278.625
10187.2002;610534.75
10187.2998;610499.3125
10187.40039;610341.3125
10187.5;608887.9375
10187.60059;607336.6875
10187.7002;605993
10187.7998;604406.5625
10187.90039;602833.625
10188;601450.3125
10188.10059;600088.5625
10188.2002;598772.75
10188.2998;597811.375
10188.40039;597057.3125
10188.5;596549.875
10188.60059;596241.6875
10188.7002;596216
10188.7998;596280.6875
10188.90039;596107.1875
10189;596506.5625
10189.10059;596662.6875
10189.2002;596439.875
10189.2998;595718.5
10189.40039;594734.5625
10189.5;593201.0625
10189.60059;591107.25
10189.7002;588816.8125
10189.7998;585191.375
10189.90039;580727.1875
10190;575697.875
10190.10059;569508.5625
10190.2002;562638.125
10190.2998;554721.5
10190.40039;545986.375
10190.5;536545.25
10190.60059;526223
10190.7002;515307.5
10190.7998;504062.78125
10190.90039;491620
10191;479374.59375
10191.10059;466749.84375
10191.2002;454243.65625
10191.2998;441674.6875
10191.40039;428842.15625
10191.5;416776.15625
10191.60059;404854.53125
10191.7002;393694.34375
10191.7998;383114.15625
10191.90039;373019.8125
10192;363633.28125
10192.10059;355026.78125
10192.2002;347462.5625
10192.2998;340726.5625
10192.40039;334886.40625
10192.5;329506.5
10192.60059;325043.28125
10192.7002;321619.375
10192.7998;318377.53125
10192.90039;315841.96875
10193;314039.0625
10193.10059;312149.40625
10193.2002;310904.15625
10193.2998;309954.6875
10193.40039;308569.15625
10193.5;307699.375
10193.60059;305930.0625
10193.7002;304767.59375
10193.7998;303151.46875
10193.90039;301375.125
10194;299065.625
10194.10059;296252.15625
10194.2002;293170.28125
10194.2998;289978.375
10194.40039;286063.5625
10194.5;282221.625
10194.60059;278319.4375
10194.7002;273688.0625
10194.7998;269187.90625
10194.90039;264985.0625
10195;260436.6875
10195.10059;256101.28125
10195.2002;252198.375
10195.2998;248492
10195.40039;245537.828125
10195.5;242729.78125
10195.60059;240737.6875
10195.7002;239234.015625
10195.7998;238501.0625
10195.90039;238150.5625
10196;239052.25
10196.10059;240579.53125
10196.2002;242663.3125
10196.2998;245623.5
10196.40039;249160.15625
10196.5;253719
10196.60059;258447.0625
10196.7002;264100.875
10196.7998;270272.03125
10196.90039;276696.25
10197;283672.03125
10197.10059;290845.5625
10197.2002;298328.75
10197.2998;305985.125
10197.40039;313611.53125
10197.5;321525.75
10197.60059;329469.21875
10197.7002;337254.3125
10197.7998;345208.0625
10197.90039;353174
10198;361160.75
10198.10059;368679.125
10198.2002;376239.65625
10198.2998;384088.3125
10198.40039;391580.59375
10198.5;398756.59375
10198.60059;406214.4375
10198.7002;413626.03125
10198.7998;421236.1875
10198.90039;428570.96875
10199;435769.21875
10199.10059;442835.125
10199.2002;449941.03125
10199.2998;456941.875
10199.40039;463731.125
10199.5;470443.21875
10199.60059;477247.03125
10199.7002;483297.9375
10199.7998;488882.46875
10199.90039;494319.71875
10200;499088.40625
10200.10059;503282.5625
10200.2002;506802.375
10200.2998;509552.21875
10200.40039;511856
10200.5;512913.40625
10200.60059;513033.6875
10200.7002;512295.09375
10200.7998;510798.40625
10200.90039;507746.6875
10201;504019.375
10201.10059;499381.625
10201.2002;493593.84375
10201.2998;487039.40625
10201.40039;479446.375
10201.5;471163.6875
10201.60059;462168.59375
10201.7002;452709
10201.7998;442880.875
10201.90039;432193.34375
10202;421964.71875
10202.10059;411051.28125
10202.2002;400526
10202.2998;389986.21875
10202.40039;379766.9375
10202.5;369668.90625
10202.60059;360062.53125
10202.7002;351070.84375
10202.7998;342311.875
10202.90039;334420.84375
10203;327362.4375
10203.10059;320641.90625
10203.2002;314804.78125
10203.2998;309428.15625
10203.40039;304454.875
10203.5;300273.71875
10203.60059;296456.78125
10203.7002;293029
10203.7998;289947.375
10203.90039;286989.9375
10204;284414.46875
10204.10059;281492.375
10204.2002;278789.40625
10204.2998;275864.625
10204.40039;272608.375
10204.5;269462.25
10204.60059;265850.46875
10204.7002;262130.71875
10204.7998;257949.109375
10204.90039;253475.6875
10205;248912.0625
10205.10059;243984.53125
10205.2002;238914.1875
10205.2998;233761.21875
10205.40039;228651.40625
10205.5;223717.09375
10205.60059;218948.921875
10205.7002;214346.765625
10205.7998;210402.78125
10205.90039;206551.046875
10206;203606.328125
10206.10059;201171.59375
10206.2002;199706.53125
10206.2998;198673.5
10206.40039;198657.375
10206.5;199738.125
10206.60059;201363.484375
10206.7002;203508.71875
10206.7998;206717.40625
10206.90039;210492.6875
10207;214903.0625
10207.10059;219784.890625
10207.2002;224822.109375
10207.2998;230254.15625
10207.40039;235783.53125
10207.5;241087.078125
10207.60059;246168
10207.7002;250843.5
10207.7998;254995.890625
10207.90039;258416.84375
10208;260963.453125
10208.10059;263036.875
10208.2002;263963.625
10208.2998;263683.5625
10208.40039;262515
10208.5;260477.484375
10208.60059;257260.3125
10208.7002;253391.984375
10208.7998;248709.15625
10208.90039;243142.78125
10209;236988.21875
10209.10059;230589.109375
10209.2002;224047.15625
10209.2998;217517.671875
10209.40039;211289.984375
10209.5;205310.3125
10209.60059;199893.6875
10209.7002;195594.609375
10209.7998;192191.5
10209.90039;189869.484375
10210;189089.375
10210.10059;189849.25
10210.2002;192261.25
10210.2998;196445.171875
10210.40039;202343.265625
10210.5;210279.6875
10210.60059;219671.859375
10210.7002;230925.09375
10210.7998;243819.09375
10210.90039;258453.75
10211;274258.625
10211.10059;291498.8125
10211.2002;309505.78125
10211.2998;328886.59375
10211.40039;348891.40625
10211.5;369112.9375
10211.60059;389859.75
10211.7002;410232.75
10211.7998;430545.875
10211.90039;450855.09375
10212;470369.1875
10212.10059;489377.125
10212.2002;507204.09375
10212.2998;524079.03125
10212.40039;540085.3125
10212.5;554945.125
10212.60059;568971.125
10212.7002;581626.375
10212.7998;592913.625
10212.90039;603591.9375
10213;612642.375
10213.10059;621356.8125
10213.2002;628924.9375
10213.2998;635659.375
10213.40039;641558.4375
10213.5;647298.75
10213.60059;652119.5
10213.7002;656763.25
10213.7998;661111.875
10213.90039;664727.0625
10214;668503.3125
10214.10059;671659.125
10214.2002;674994.8125
10214.2998;677690.625
10214.40039;680051.25
10214.5;682028.0625
10214.60059;683600.25
10214.7002;684303.8125
10214.7998;684495.625
10214.90039;683458
10215;681183.9375
10215.10059;677846.9375
10215.2002;673377.375
10215.2998;667598.125
10215.40039;659826.6875
10215.5;650528.9375
10215.60059;639352.1875
10215.7002;626148.3125
10215.7998;611120.25
10215.90039;594642.5625
10216;576073.125
10216.10059;555706.5625
10216.2002;533600.8125
10216.2998;510809.21875
10216.40039;486161.9375
10216.5;460850.03125
10216.60059;434146.75
10216.7002;407599.40625
10216.7998;380594.5
10216.90039;353761.65625
10217;327289.125
10217.10059;301212.875
10217.2002;276493.84375
10217.2998;253255.515625
10217.40039;231196.6875
10217.5;211336.4375
10217.60059;193044.75
10217.7002;177267.09375
10217.7998;164013.3125
10217.90039;152978.96875
10218;144673.890625
10218.10059;138823.03125
10218.2002;135890.625
10218.2998;135020.96875
10218.40039;136673.71875
10218.5;140480.53125
10218.60059;146488.5
10218.7002;154268.703125
10218.7998;163542.734375
10218.90039;174258.96875
10219;185874.25
10219.10059;198408.65625
10219.2002;211301.5
10219.2998;224230.71875
10219.40039;237361.5625
10219.5;249995.09375
10219.60059;262043.859375
10219.7002;273213.71875
10219.7998;283584
10219.90039;292868.46875
10220;300976.09375
10220.10059;307869.03125
10220.2002;313419.15625
10220.2998;317775.53125
10220.40039;320874.15625
10220.5;323006.46875
10220.60059;324117.65625
10220.7002;324540.53125
10220.7998;323982.65625
10220.90039;323336.9375
10221;322405.59375
10221.10059;321199.6875
10221.2002;320629.90625
10221.2998;320111.6875
10221.40039;320356.125
10221.5;321218.03125
10221.60059;323130.65625
10221.7002;326001.9375
10221.7998;330329.59375
10221.90039;335664.46875
10222;342310.65625
10222.10059;350498
10222.2002;360134.15625
10222.2998;370604.8125
10222.40039;382630.03125
10222.5;395631.5
10222.60059;409839.71875
10222.7002;424319
10222.7998;439849.71875
10222.90039;455903.625
10223;471896.09375
10223.10059;488420.59375
10223.2002;504314.15625
10223.2998;520590.5
10223.40039;536380.125
10223.5;551252.3125
10223.60059;565629.875
10223.7002;578648.125
10223.7998;591190.375
10223.90039;602438.375
10224;613034.875
10224.10059;622613.0625
10224.2002;631118.9375
10224.2998;638497.6875
10224.40039;645764.9375
10224.5;651121.875
10224.60059;656184.5
10224.7002;660928.1875
10224.7998;665734.1875
10224.90039;669683.5
10225;673605.4375
10225.10059;677285.375
10225.2002;681621.9375
10225.2998;685600.5
10225.40039;690106.625
10225.5;695016.1875
10225.60059;700362.6875
10225.7002;706480.75
10225.7998;712691.0625
10225.90039;719833.5625
10226;727030.5
10226.10059;734279.625
10226.2002;742615.8125
10226.2998;750942.9375
10226.40039;759238.8125
10226.5;766570.25
10226.60059;774985.125
10226.7002;781827.1875
10226.7998;788150.75
10226.90039;794220.0625
10227;798521.6875
10227.10059;802413.875
10227.2002;804472.0625
10227.2998;804657.1875
10227.40039;803967.25
10227.5;801389.5
10227.60059;797625.4375
10227.7002;791200.9375
10227.7998;783301.875
10227.90039;773415.9375
10228;761741.4375
10228.10059;748868.4375
10228.2002;734534.9375
10228.2998;718552.3125
10228.40039;701184.125
10228.5;683224.4375
10228.60059;663669.8125
10228.7002;644242.875
10228.7998;624824.1875
10228.90039;604448.625
10229;584834.875
10229.10059;564936
10229.2002;546494.75
10229.2998;528581.8125
10229.40039;511410.25
10229.5;495826.59375
10229.60059;481914.65625
10229.7002;469608.6875
10229.7998;459421.90625
10229.90039;450451.1875
10230;443869.6875
10230.10059;439274.65625
10230.2002;436663.84375
10230.2998;436602.75
10230.40039;438239.3125
10230.5;441852.59375
10230.60059;447371.53125
10230.7002;454788.5
10230.7998;463599.1875
10230.90039;474666.59375
10231;485852
10231.10059;499198.21875
10231.2002;513015.5625
10231.2998;528026.6875
10231.40039;543920.8125
10231.5;559701.125
10231.60059;575815.0625
10231.7002;591780.0625
10231.7998;608004.3125
10231.90039;624006.3125
10232;639204.3125
10232.10059;654005.375
10232.2002;668444.625
10232.2998;681916.6875
10232.40039;694710.4375
10232.5;706825.0625
10232.60059;717916.0625
10232.7002;728200.375
10232.7998;737642.875
10232.90039;746991.3125
10233;754631.125
10233.10059;762704.75
10233.2002;769674.375
10233.2998;776307.625
10233.40039;782480.5625
10233.5;788273.75
10233.60059;794709.125
10233.7002;801190.25
10233.7998;807867.4375
10233.90039;814501.3125
10234;821120
10234.10059;828973
10234.2002;837094.4375
10234.2998;846244.6875
10234.40039;856015.1875
10234.5;866790.25
10234.60059;878022.5
10234.7002;890571.75
10234.7998;903448.6875
10234.90039;916599.0625
10235;931107.4375
10235.10059;945864
10235.2002;961149.4375
10235.2998;976725.375
10235.40039;992302.8125
10235.5;1008301.5
10235.60059;1023864.875
10235.7002;1038774.4375
10235.7998;1053332.875
10235.90039;1067554.125
10236;1080135.5
10236.10059;1092140.625
10236.2002;1102503.875
10236.2998;1111917.25
10236.40039;1119724.625
10236.5;1125009.5
10236.60059;1129250.125
10236.7002;1131343.875
10236.7998;1130990.5
10236.90039;1129127.375
10237;1125450.375
10237.10059;1119857
10237.2002;1112215
10237.2998;1102425.75
10237.40039;1091453.5
10237.5;1078345.875
10237.60059;1064012.625
10237.7002;1049084.625
10237.7998;1032424.1875
10237.90039;1015115.25
10238;996854.375
10238.10059;978538.5
10238.2002;959396.5
10238.2998;940220.875
10238.40039;921045.5
10238.5;902266.5
10238.60059;883932.6875
10238.7002;866384.4375
10238.7998;849000.9375
10238.90039;832021.6875
10239;815815.5625
10239.10059;800270.9375
10239.2002;785298.3125
10239.2998;771396.5625
10239.40039;757611.1875
10239.5;744340
10239.60059;731336.4375
10239.7002;718328.75
10239.7998;705381.6875
10239.90039;692207.4375
10240;678699.5
10240.10059;664407.5625
10240.2002;649969
10240.2998;634557.125
10240.40039;618026.3125
10240.5;600510.5625
10240.60059;581439.6875
10240.7002;561750.8125
10240.7998;540604.75
10240.90039;518218.125
10241;494710.21875
10241.10059;469654.625
10241.2002;444345.375
10241.2998;417568.6875
10241.40039;390700.0625
10241.5;363317.75
10241.60059;335733.15625
10241.7002;308439.15625
10241.7998;282126.28125
10241.90039;256090.15625
10242;231482.96875
10242.10059;208114.453125
10242.2002;187004.71875
10242.2998;167731.15625
10242.40039;150997.8125
10242.5;137011.328125
10242.60059;126087.40625
10242.7002;118242.5234375
10242.7998;113696.59375
10242.90039;112620.015625
10243;115057.25
10243.10059;120961.8671875
10243.2002;130413.6328125
10243.2998;143232.71875
10243.40039;159571.078125
10243.5;178717.625
10243.60059;201203.71875
10243.7002;225997.484375
10243.7998;252959.5
10243.90039;282040.03125
10244;312917.0625
10244.10059;345088.5
10244.2002;377964.0625
10244.2998;411427.59375
10244.40039;445320
10244.5;479056.9375
10244.60059;512146.1875
10244.7002;544149.25
10244.7998;575153.9375
10244.90039;604750.3125
10245;632793.25
10245.10059;659368.125
10245.2002;683834.1875
10245.2998;705709.4375
10245.40039;726168
10245.5;744278.875
10245.60059;759815.5625
10245.7002;774019.375
10245.7998;786267.1875
10245.90039;796373.5625
10246;804907.4375
10246.10059;811708.3125
10246.2002;817075.4375
10246.2998;821415.6875
10246.40039;824998.25
10246.5;827167.875
10246.60059;828711.5625
10246.7002;829584.5625
10246.7998;830064.25
10246.90039;830173.3125
10247;829895.0625
10247.10059;829556.375
10247.2002;828714.125
10247.2998;827655.3125
10247.40039;826827.8125
10247.5;824912.0625
10247.60059;823137.0625
10247.7002;820603.3125
10247.7998;817933.5
10247.90039;814083.5625
10248;810087.5625
10248.10059;804503.9375
10248.2002;798361.875
10248.2998;791330.75
10248.40039;782890.75
10248.5;773519.75
10248.60059;762416.625
10248.7002;749895.4375
10248.7998;736202.6875
