Parameters vs Time
Line A: Structure Forces, Total Force/Moment - Global X (floater) [N]

*Time (s);Line A (N)
275.39999;537397.4375
275.5;530379.25
275.60001;523306.25
275.70001;516209.59375
275.80002;509169.46875
275.89999;502249.75
276;495484.5625
276.10001;488942.9375
276.20001;482659.78125
276.30002;476691.75
276.39999;471083
276.5;465851.34375
276.60001;461010.65625
276.70001;456587.125
276.80002;452597.8125
276.89999;449012.53125
277;445831.5625
277.10001;443043.46875
277.20001;440604.65625
277.30002;438471.125
277.39999;436608.15625
277.5;434955.96875
277.60001;433450.25
277.70001;432023.90625
277.80002;430613.8125
277.89999;429133.65625
278;427532.40625
278.10001;425724.78125
278.20001;423643.4375
278.30002;421220.65625
278.39999;418412.625
278.5;415159.96875
278.60001;411429
278.70001;407172.21875
278.80002;402397.96875
278.89999;397080.96875
279;391227.375
279.10001;384853.40625
279.20001;377992.40625
279.30002;370687.09375
279.39999;362983.3125
279.5;354940.1875
279.60001;346631.34375
279.70001;338121.375
279.80002;329496.03125
279.89999;320825.59375
280;312193.625
280.10001;303686.65625
280.20001;295368.78125
280.30002;287301.28125
280.39999;279548.71875
280.5;272162.59375
280.60001;265176.28125
280.70001;258612.328125
280.80002;252495.75
280.89999;246832.1875
281;241591.40625
281.10001;236771.25
281.20001;232335.96875
281.30002;228237.78125
281.39999;224448.25
281.5;220904.71875
281.60001;217554.5
281.70001;214356.5
281.80002;211256.75
281.89999;208220.28125
282;205203.328125
282.10001;202196.09375
282.20001;199186.34375
282.30002;196188.671875
282.39999;193222.09375
282.5;190329.5
282.60001;187577.109375
282.70001;185045.203125
282.80002;182822.671875
282.89999;181033.328125
283;179806.828125
283.10001;179280.40625
283.20001;179601.546875
283.30002;180934.265625
283.39999;183425.5
283.5;187243.34375
283.60001;192535.90625
283.70001;199446.3125
283.80002;208089.4375
283.89999;218574.375
284;231002.578125
284.10001;245409.71875
284.20001;261838.65625
284.30002;280286.28125
284.39999;300699.15625
284.5;323028.0625
284.60001;347175.625
284.70001;372986.90625
284.80002;400309.03125
284.89999;428920.1875
285;458624.5
285.10001;489154.8125
285.20001;520262.65625
285.30002;551659.75
285.39999;583044.8125
285.5;614166.125
285.60001;644719.4375
285.70001;674435.5
285.80002;703047.3125
285.89999;730331.625
286;756072.8125
286.10001;780087.75
286.20001;802245.5625
286.30002;822419.3125
286.39999;840548
286.5;856604.3125
286.60001;870606.625
286.70001;882605.3125
286.80002;892704.375
286.89999;900999.4375
287;907665.6875
287.10001;912883.25
287.20001;916856.25
287.30002;919805.625
287.39999;921961.8125
287.5;923560.5625
287.60001;924826.75
287.70001;925995.625
287.80002;927242.1875
287.89999;928775.8125
288;930745.9375
288.10001;933268.75
288.20001;936438.4375
288.30002;940314.375
288.39999;944916.0625
288.5;950230.3125
288.60001;956179
288.70001;962665
288.80002;969597.5625
288.89999;976814.8125
289;984125.8125
289.10001;991357.125
289.20001;998307.625
289.30002;1004763.3125
289.39999;1010551.4375
289.5;1015441.5625
289.60001;1019301.8125
289.70001;1021954.625
289.80002;1023307.1875
289.89999;1023266.6875
290;1021781.5625
290.10001;1018888.5625
290.20001;1014591.875
290.30002;1009000.25
290.39999;1002304.5
290.5;994617.3125
290.60001;986192.1875
290.70001;977288.0625
290.80002;968208.3125
290.89999;959269.6875
291;950811.75
291.10001;943155.0625
291.20001;936657.3125
291.30002;931660
291.39999;928487.5625
291.5;927421.5625
291.60001;928701.625
291.70001;932592.0625
291.80002;939219.5625
291.89999;948694.4375
292;961099.5
292.10001;976392.6875
292.20001;994499.8125
292.30002;1015310.25
292.39999;1038578.4375
292.5;1064062
292.60001;1091491
292.70001;1120420.125
292.80002;1150509.125
292.89999;1181283.375
293;1212320.75
293.10001;1243121.25
293.20001;1273206
293.30002;1302175
293.39999;1329542.5
293.5;1354901.125
293.60001;1377953.125
293.70001;1398327.25
293.80002;1415822.75
293.89999;1430254.25
294;1441516.875
294.10001;1449580.875
294.20001;1454554.375
294.30002;1456508.125
294.39999;1455703.25
294.5;1452434.5
294.60001;1447028.25
294.70001;1439960.375
294.80002;1431671.375
294.89999;1422696.25
295;1413604.125
295.10001;1404936.75
295.20001;1397284.625
295.30002;1391235.5
295.39999;1387354.875
295.5;1386124.625
295.60001;1388067.375
295.70001;1393605.75
295.80002;1403076.625
295.89999;1416783.25
296;1434932.75
296.10001;1457681.25
296.20001;1484988.5
296.30002;1516861.25
296.39999;1553117
296.5;1593562.5
296.60001;1637885
296.70001;1685649.875
296.80002;1736441.125
296.89999;1789742.25
297;1845004.75
297.10001;1901637.875
297.20001;1959016.75
297.30002;2016527.125
297.39999;2073533.25
297.5;2129468
297.60001;2183790.75
297.70001;2235922.75
297.80002;2285390.25
297.89999;2331796.75
298;2374838
298.10001;2414187.5
298.20001;2449668
298.30002;2481160.5
298.39999;2508689.75
298.5;2532264.25
298.60001;2552005.5
298.70001;2568117.75
298.80002;2580890.25
298.89999;2590554
299;2597568.5
299.10001;2602282
299.20001;2605110.25
299.30002;2606489.5
299.39999;2606853.5
299.5;2606653.5
299.60001;2606252
299.70001;2606031.5
299.80002;2606314
299.89999;2607412.5
300;2609497.25
300.10001;2612800.5
300.20001;2617360.75
300.30002;2623279.5
300.39999;2630487.5
300.5;2638849.25
300.60001;2648266.75
300.70001;2658563.75
300.80002;2669379.5
300.89999;2680466.25
301;2691502.25
301.10001;2702112.25
301.20001;2711916.25
301.30002;2720558.5
301.39999;2727609.5
301.5;2732717.75
301.60001;2735586.75
301.70001;2735866.75
301.80002;2733308.75
301.89999;2727708.75
302;2718882.75
302.10001;2706681.25
302.20001;2691097.25
302.30002;2672082.75
302.39999;2649774.75
302.5;2624194.75
302.60001;2595597.75
302.70001;2564151
302.80002;2530123.75
302.89999;2493799
303;2455512.75
303.10001;2415585.25
303.20001;2374391
303.30002;2332274.25
303.39999;2289597.75
303.5;2246676.25
303.60001;2203843.25
303.70001;2161369
303.80002;2119525.5
303.89999;2078505
304;2038476.5
304.10001;1999578
304.20001;1961857.25
304.30002;1925356.125
304.39999;1890059.375
304.5;1855903.875
304.60001;1822758.375
304.70001;1790530.75
304.80002;1758980.5
304.89999;1728029.75
305;1697361.125
305.10001;1666744.125
305.20001;1636039.75
305.30002;1604993
305.39999;1573363.625
305.5;1540946.25
305.60001;1507636.75
305.70001;1473268.375
305.80002;1437750.25
305.89999;1400995.25
306;1362969.25
306.10001;1323724.75
306.20001;1283316.5
306.30002;1241838
306.39999;1199436.75
306.5;1156295.5
306.60001;1112625.25
306.70001;1068663
306.80002;1024682.75
306.89999;980984.8125
307;937872.8125
307.10001;895627.0625
307.20001;854554.9375
307.30002;814948.25
307.39999;777119.1875
307.5;741279.5
307.60001;707685.75
307.70001;676552.5625
307.80002;648038.4375
307.89999;622267.0625
308;599325.0625
308.10001;579265.1875
308.20001;562106.625
308.30002;547791.5
308.39999;536255
308.5;527378.8125
308.60001;521009.65625
308.70001;516961.3125
308.80002;515019.65625
308.89999;514971.90625
309;516554.84375
309.10001;519494.625
309.20001;523536
309.30002;528403.3125
309.39999;533817.5
309.5;539538.9375
309.60001;545309.625
309.70001;550885.3125
309.80002;556076.25
309.89999;560687.25
310;564552.125
310.10001;567542.75
310.20001;569547.125
310.30002;570483.5625
310.39999;570300
310.5;568971.75
310.60001;566504.0625
310.70001;562898.375
310.80002;558201.125
310.89999;552473.3125
311;545776.125
311.10001;538203.4375
311.20001;529827.5625
311.30002;520739.25
311.39999;511046.625
311.5;500836.125
311.60001;490176.34375
311.70001;479169.125
311.80002;467872.21875
311.89999;456350.625
312;444652.4375
312.10001;432831.9375
312.20001;420910.8125
312.30002;408901
312.39999;396815.25
312.5;384653.15625
312.60001;372402.71875
312.70001;360054.21875
312.80002;347587.78125
312.89999;334978.90625
313;322211.625
313.10001;309259.59375
313.20001;296112.90625
313.30002;282760.25
313.39999;269199.59375
313.5;255435.25
313.60001;241463.375
313.70001;227336.8125
313.80002;213077.8125
313.89999;198739.65625
314;184356.375
314.10001;170009.0625
314.20001;155778.625
314.30002;141739.625
314.39999;127977.53125
314.5;114588.8125
314.60001;101672
314.70001;89325.4609375
314.80002;77644
314.89999;66722.875
315;56647.8046875
315.10001;47503.2421875
315.20001;39361.3359375
315.30002;32294.197265625
315.39999;26336.3671875
315.5;21542.7109375
315.60001;17935.734375
315.70001;15515.728515625
315.80002;14295.4951171875
315.89999;14248.51171875
316;15339.9140625
316.10001;17531.845703125
316.20001;20760.98828125
316.30002;24959.953125
316.39999;30047.125
316.5;35932.4296875
316.60001;42526.7578125
316.70001;49721.75
316.80002;57416.875
316.89999;65503.00390625
317;73873.859375
317.10001;82438.15625
317.20001;91082.9140625
317.30002;99731.9921875
317.39999;108280.4609375
317.5;116666.1875
317.60001;124822.796875
317.70001;132685.1875
317.80002;140226.546875
317.89999;147390.953125
318;154193.03125
318.10001;160600.71875
318.20001;166618.53125
318.30002;172264.515625
318.39999;177590.71875
318.5;182602.03125
318.60001;187353.84375
318.70001;191908.515625
318.80002;196307.40625
318.89999;200618.125
319;204917.125
319.10001;209255.8125
319.20001;213692.28125
319.30002;218321.71875
319.39999;223158.25
319.5;228274.96875
319.60001;233730.96875
319.70001;239540.3125
319.80002;245746.09375
319.89999;252358.21875
320;259386.59375
320.10001;266825.625
320.20001;274663.8125
320.30002;282876.53125
320.39999;291412.09375
320.5;300235.25
320.60001;309277.28125
320.70001;318479.125
320.80002;327757.84375
320.89999;337027
321;346214.09375
321.10001;355219.3125
321.20001;363941.75
321.30002;372289.65625
321.39999;380176.0625
321.5;387512.03125
321.60001;394206.3125
321.70001;400190.28125
321.80002;405373.40625
321.89999;409717.03125
322;413159.84375
322.10001;415669.09375
322.20001;417218.96875
322.30002;417794.34375
322.39999;417397.28125
322.5;416040.09375
322.60001;413759.5
322.70001;410595.625
322.80002;406602.6875
322.89999;401846.4375
323;396395.40625
323.10001;390339.65625
323.20001;383769.65625
323.30002;376774.9375
323.39999;369473.78125
323.5;361943.46875
323.60001;354306.65625
323.70001;346634.34375
323.80002;339046.78125
323.89999;331625.9375
324;324445.875
324.10001;317570.28125
324.20001;311065.71875
324.30002;304981.65625
324.39999;299360.84375
324.5;294215.65625
324.60001;289554.125
324.70001;285377.65625
324.80002;281672.40625
324.89999;278405.5625
325;275540.875
325.10001;273019.25
325.20001;270815.25
325.30002;268841.4375
325.39999;267041.15625
325.5;265339
325.60001;263663.96875
325.70001;261965.03125
325.80002;260162.015625
325.89999;258194.328125
326;256021.953125
326.10001;253599.125
326.20001;250880.5
326.30002;247848.75
326.39999;244493.1875
326.5;240805.8125
326.60001;236817.890625
326.70001;232523.578125
326.80002;227972.5625
326.89999;223214.90625
327;218287.625
327.10001;213253.21875
327.20001;208185.265625
327.30002;203149.53125
327.39999;198219.21875
327.5;193457.625
327.60001;188946.90625
327.70001;184737.21875
327.80002;180901.25
327.89999;177485.3125
328;174529.03125
328.10001;172069.09375
328.20001;170124.921875
328.30002;168707.5
328.39999;167811.453125
328.5;167419.078125
328.60001;167503.328125
328.70001;168027.78125
328.80002;168938.703125
328.89999;170184.65625
329;171692.4375
329.10001;173394.0625
329.20001;175216.28125
329.30002;177081.921875
329.39999;178919.453125
329.5;180655.5625
329.60001;182231.71875
329.70001;183586.25
329.80002;184673.3125
329.89999;185461.984375
330;185921.296875
330.10001;186050.09375
330.20001;185846.90625
330.30002;185339.78125
330.39999;184557.46875
330.5;183554.578125
330.60001;182396.65625
330.70001;181155
330.80002;179916.578125
330.89999;178777.296875
331;177839.734375
331.10001;177207.5
331.20001;176987.28125
331.30002;177282.625
331.39999;178192.78125
331.5;179810.5625
331.60001;182236.25
331.70001;185528.0625
331.80002;189751.125
331.89999;194941.375
332;201140.921875
332.10001;208354.265625
332.20001;216565.625
332.30002;225749.34375
332.39999;235859.09375
332.5;246846.53125
332.60001;258620.90625
332.70001;271086.6875
332.80002;284131.21875
332.89999;297648.125
333;311516.8125
333.10001;325588
333.20001;339728.625
333.30002;353827.75
333.39999;367731.75
333.5;381323.5
333.60001;394511.75
333.70001;407157.5625
333.80002;419183.03125
333.89999;430510.34375
334;441077.78125
334.10001;450853
334.20001;459811.5
334.30002;467918.875
334.39999;475197.6875
334.5;481703.4375
334.60001;487429.84375
334.70001;492451.53125
334.80002;496833.78125
334.89999;500655.40625
335;503998.9375
335.10001;506931.875
335.20001;509557.46875
335.30002;511964.03125
335.39999;514220
335.5;516408.21875
335.60001;518610.875
335.70001;520858.125
335.80002;523230.34375
335.89999;525723.75
336;528376.0625
336.10001;531227.5
336.20001;534199.6875
336.30002;537313.0625
336.39999;540530.6875
336.5;543787.5625
336.60001;547028.875
336.70001;550192.875
336.80002;553177.875
336.89999;555931.5
337;558353.3125
337.10001;560372.25
337.20001;561894.3125
337.30002;562845.8125
337.39999;563147.75
337.5;562734.0625
337.60001;561574.375
337.70001;559599.3125
337.80002;556812.0625
337.89999;553187
338;548721.875
338.10001;543408.875
338.20001;537320.625
338.30002;530470.375
338.39999;522933.125
338.5;514763.71875
338.60001;506040.375
338.70001;496857.90625
338.80002;487296.75
338.89999;477479.8125
339;467480.96875
339.10001;457421.90625
339.20001;447410.3125
339.30002;437539.34375
339.39999;427903.1875
339.5;418601.34375
339.60001;409712.0625
339.70001;401313.75
339.80002;393489.90625
339.89999;386283.78125
340;379754.9375
340.10001;373952.09375
340.20001;368913.15625
340.30002;364647.1875
340.39999;361198.28125
340.5;358562.21875
340.60001;356752
340.70001;355781.625
340.80002;355629.21875
340.89999;356299.28125
341;357769.5
341.10001;360040.34375
341.20001;363093.375
341.30002;366918.15625
341.39999;371494.75
341.5;376800.3125
341.60001;382828.09375
341.70001;389564.03125
341.80002;396958.96875
341.89999;405009.53125
342;413679.8125
342.10001;422934.8125
342.20001;432753.6875
342.30002;443089.4375
342.39999;453851.09375
342.5;465044.28125
342.60001;476568.5
342.70001;488386.5625
342.80002;500385.25
342.89999;512509.28125
343;524656.75
343.10001;536759.25
343.20001;548671.375
343.30002;560332.375
343.39999;571592.625
343.5;582401.375
343.60001;592619.1875
343.70001;602152.6875
343.80002;610913.9375
343.89999;618794.625
344;625728.3125
344.10001;631642
344.20001;636480.5
344.30002;640212.5
344.39999;642784.4375
344.5;644188.4375
344.60001;644430.0625
344.70001;643535.125
344.80002;641518.6875
344.89999;638432
345;634359.9375
345.10001;629339
345.20001;623480.9375
345.30002;616867.8125
345.39999;609617.5
345.5;601802.125
345.60001;593545.4375
345.70001;584932.6875
345.80002;576089.75
345.89999;567089.625
346;558026.5
346.10001;548966
346.20001;539970.875
346.30002;531102
346.39999;522366.09375
346.5;513810.15625
346.60001;505423.6875
346.70001;497195.3125
346.80002;489112.71875
346.89999;481145.5625
347;473227.96875
347.10001;465326.90625
347.20001;457399.78125
347.30002;449400.75
347.39999;441276.03125
347.5;432960.59375
347.60001;424435.59375
347.70001;415682.65625
347.80002;406690.125
347.89999;397479.40625
348;388060.65625
348.10001;378509.90625
348.20001;368877.40625
348.30002;359261.90625
348.39999;349798.9375
348.5;340606.5625
348.60001;331841.5625
348.70001;323696.90625
348.80002;316348.6875
348.89999;309997.46875
349;304837.625
349.10001;301065.53125
349.20001;298886.25
349.30002;298510.3125
349.39999;300079.125
349.5;303767.6875
349.60001;309708.46875
349.70001;317990.1875
349.80002;328683.71875
349.89999;341808.40625
350;357380.96875
350.10001;375336.8125
350.20001;395573.3125
350.30002;417985.03125
350.39999;442334.28125
350.5;468493.53125
350.60001;496132.5625
350.70001;524986.375
350.80002;554739.375
350.89999;585069.0625
351;615596.4375
351.10001;645996.6875
351.20001;675845.3125
351.30002;704803.6875
351.39999;732551.125
351.5;758706.5
351.60001;782990.875
351.70001;805128.25
351.80002;824875.25
351.89999;842074.4375
352;856546.625
352.10001;868200.0625
352.20001;877005.25
352.30002;882986.4375
352.39999;886204.6875
352.5;886802.25
352.60001;884909.5
352.70001;880782.5
352.80002;874677.0625
352.89999;866855.5
353;857663.1875
353.10001;847443.25
353.20001;836542.8125
353.30002;825324.1875
353.39999;814153
353.5;803330.3125
353.60001;793222.375
353.70001;784102.6875
353.80002;776255.375
353.89999;769876.625
354;765164.625
354.10001;762201.8125
354.20001;761119.4375
354.30002;761888.1875
354.39999;764501.5
354.5;768853.8125
354.60001;774825.625
354.70001;782230.125
354.80002;790808.375
354.89999;800368.1875
355;810538.375
355.10001;821051.4375
355.20001;831579.5
355.30002;841756.4375
355.39999;851279
355.5;859822.125
355.60001;867063.625
355.70001;872751.1875
355.80002;876608.8125
355.89999;878444.9375
356;878119.8125
356.10001;875475.0625
356.20001;870489.8125
356.30002;863116.1875
356.39999;853438.9375
356.5;841499.3125
356.60001;827491.625
356.70001;811561.25
356.80002;793976.1875
356.89999;774984
357;754868.5
357.10001;733974.5625
357.20001;712617
357.30002;691175.9375
357.39999;669965.25
357.5;649320.75
357.60001;629560.3125
357.70001;611008.875
357.80002;593907.125
357.89999;578532.4375
358;565041.1875
358.10001;553619.875
358.20001;544331.5625
358.30002;537297.625
358.39999;532512.125
358.5;529937.9375
358.60001;529514
358.70001;531131.9375
358.80002;534617.5625
358.89999;539805.875
359;546489.6875
359.10001;554415.9375
359.20001;563388.1875
359.30002;573118.5625
359.39999;583352.5625
359.5;593838.625
359.60001;604361.9375
359.70001;614698.125
359.80002;624654.5
359.89999;634042.3125
360;642747.6875
360.10001;650628.1875
360.20001;657641.375
360.30002;663761.8125
360.39999;668942.0625
360.5;673260.375
360.60001;676750.4375
360.70001;679516.375
360.80002;681658.25
360.89999;683342.4375
361;684673
361.10001;685829.0625
361.20001;686994.3125
361.30002;688323
361.39999;689960.625
361.5;692043.5
361.60001;694725.4375
361.70001;698088.5625
361.80002;702181.125
361.89999;707136.4375
362;712927.25
362.10001;719535.125
362.20001;726958.625
362.30002;735100.125
362.39999;743838.8125
362.5;753086.375
362.60001;762657.3125
362.70001;772360.1875
362.80002;782052
362.89999;791466.6875
363;800394.4375
363.10001;808642.75
363.20001;815987.25
363.30002;822203.25
363.39999;827071.5625
363.5;830440.6875
363.60001;832146.4375
363.70001;832026.375
363.80002;830000.4375
363.89999;825956.75
364;819865.0625
364.10001;811723.8125
364.20001;801518.9375
364.30002;789312.875
364.39999;775219.6875
364.5;759328.0625
364.60001;741771.5625
364.70001;722735
364.80002;702378.8125
364.89999;680936.5
365;658587.8125
365.10001;635587.0625
365.20001;612159.6875
365.30002;588517.8125
365.39999;564905.125
365.5;541514.6875
365.60001;518583.59375
365.70001;496287.875
365.80002;474785.28125
365.89999;454258.96875
366;434820.75
366.10001;416570.5625
366.20001;399605.03125
366.30002;383990.625
366.39999;369754.84375
366.5;356922.15625
366.60001;345489.34375
366.70001;335417.8125
366.80002;326672.28125
366.89999;319205.375
367;312932.9375
367.10001;307782.34375
367.20001;303659.5
367.30002;300476.25
367.39999;298137.3125
367.5;296532.5625
367.60001;295569.9375
367.70001;295170.75
367.80002;295217
367.89999;295645.375
368;296382.4375
368.10001;297343.40625
368.20001;298498.9375
368.30002;299762.34375
368.39999;301130.8125
368.5;302533.03125
368.60001;303977.875
368.70001;305422.40625
368.80002;306893
368.89999;308336.375
369;309806.78125
369.10001;311281.4375
369.20001;312780.3125
369.30002;314334.84375
369.39999;315947.46875
369.5;317626.5625
369.60001;319431.1875
369.70001;321344.90625
369.80002;323422.78125
369.89999;325665.28125
370;328103.875
370.10001;330743.3125
370.20001;333615.1875
370.30002;336751.9375
370.39999;340122.625
370.5;343777.4375
370.60001;347694.03125
370.70001;351898.46875
370.80002;356370.4375
370.89999;361112.03125
371;366106.875
371.10001;371349.59375
371.20001;376802.59375
371.30002;382438.15625
371.39999;388218.96875
371.5;394107.6875
371.60001;400041.15625
371.70001;405962.4375
371.80002;411821.40625
371.89999;417526.96875
372;423003.09375
372.10001;428171.0625
372.20001;432935.5625
372.30002;437207.84375
372.39999;440884.65625
372.5;443882.8125
372.60001;446099.0625
372.70001;447431.65625
372.80002;447819.1875
372.89999;447163.21875
373;445413.5
373.10001;442469.78125
373.20001;438296.46875
373.30002;432897.78125
373.39999;426210.1875
373.5;418247.34375
373.60001;409047.03125
373.70001;398617.875
373.80002;387040.625
373.89999;374378.0625
374;360736.0625
374.10001;346204.40625
374.20001;330937.59375
374.30002;315061.90625
374.39999;298729.5
374.5;282115.59375
374.60001;265388.15625
374.70001;248707.59375
374.80002;232262.34375
374.89999;216219.15625
375;200733.3125
375.10001;185958.03125
375.20001;172038.640625
375.30002;159099.34375
375.39999;147231
375.5;136519.859375
375.60001;127021.5390625
375.70001;118769.9375
375.80002;111767.9765625
375.89999;106003.5234375
376;101433.4375
376.10001;97984.703125
376.20001;95573.546875
376.30002;94086.03125
376.39999;93400.65625
376.5;93375.4296875
376.60001;93867.1171875
376.70001;94715.7265625
376.80002;95760.59375
376.89999;96857.6875
377;97858.140625
377.10001;98624.4453125
377.20001;99031.828125
377.30002;98989.453125
377.39999;98406.171875
377.5;97225.3203125
377.60001;95418.7734375
377.70001;92979.6328125
377.80002;89936.5859375
377.89999;86332.8046875
378;82249.6875
378.10001;77785.1171875
378.20001;73068.375
378.30002;68235.1484375
378.39999;63438.7109375
378.5;58865.81640625
378.60001;54669.48828125
378.70001;51044.70703125
378.80002;48164.1328125
378.89999;46188.7109375
379;45289.3046875
379.10001;45597.0859375
379.20001;47229.15625
379.30002;50287.3828125
379.39999;54839.28125
379.5;60918.36328125
379.60001;68536.9375
379.70001;77689.421875
379.80002;88304.8046875
379.89999;100300.5859375
380;113577.1171875
380.10001;127986.53125
380.20001;143369.6875
380.30002;159558.53125
380.39999;176315.15625
380.5;193492.25
380.60001;210849.09375
380.70001;228184.640625
380.80002;245283.640625
380.89999;261966.234375
381;278049.875
381.10001;293371.03125
381.20001;307790.78125
381.30002;321191.09375
381.39999;333500.8125
381.5;344658.40625
381.60001;354647.96875
381.70001;363467.40625
381.80002;371164.03125
381.89999;377789.84375
382;383422.59375
382.10001;388182.21875
382.20001;392215.8125
382.30002;395630.25
382.39999;398573.25
382.5;401208.125
382.60001;403680
382.70001;406111.53125
382.80002;408661.84375
382.89999;411386.875
383;414422.28125
383.10001;417811.75
383.20001;421578.75
383.30002;425717.78125
383.39999;430256.5625
383.5;435085.75
383.60001;440159.625
383.70001;445344.6875
383.80002;450512.125
383.89999;455518.96875
384;460160.90625
384.10001;464274.8125
384.20001;467695.09375
384.30002;470222.40625
384.39999;471655
384.5;471865.375
384.60001;470647.0625
384.70001;467942.46875
384.80002;463584.03125
384.89999;457569.8125
385;449857.875
385.10001;440457.21875
385.20001;429404.1875
385.30002;416830.28125
385.39999;402880.71875
385.5;387727.46875
385.60001;371556.78125
385.70001;354666.65625
385.80002;337303.25
385.89999;319818.4375
386;302471.5
386.10001;285603.25
386.20001;269600.90625
386.30002;254724.40625
386.39999;241310.234375
386.5;229665.75
386.60001;220029.78125
386.70001;212633.40625
386.80002;207700.0625
386.89999;205318.3125
387;205626.265625
387.10001;208647.25
387.20001;214372.84375
387.30002;222740.5625
387.39999;233618.546875
387.5;246860.515625
387.60001;262233.8125
387.70001;279470.03125
387.80002;298290.59375
387.89999;318365.03125
388;339331.375
388.10001;360831.28125
388.20001;382500.78125
388.30002;403944
388.39999;424816.09375
388.5;444765.96875
388.60001;463476.40625
388.70001;480688.8125
388.80002;496114.875
388.89999;509555.5625
389;520875.75
389.10001;529957.9375
389.20001;536736.25
389.30002;541226.875
389.39999;543457.875
389.5;543523.1875
389.60001;541596.5625
389.70001;537819.5
389.80002;532432.6875
389.89999;525679.125
390;517820.6875
390.10001;509133.03125
390.20001;499906.96875
390.30002;490419.875
390.39999;480959.25
390.5;471756.84375
390.60001;463060.65625
390.70001;455088.21875
390.80002;447979
390.89999;441881.125
391;436884.125
391.10001;433036.625
391.20001;430326.6875
391.30002;428701.25
391.39999;428105.15625
391.5;428426.9375
391.60001;429466.28125
391.70001;431068.125
391.80002;433034.53125
391.89999;435099.71875
392;437064.15625
392.10001;438688.34375
392.20001;439722
392.30002;439962.59375
392.39999;439183.65625
392.5;437217.78125
392.60001;433904.25
392.70001;429150.65625
392.80002;422834.28125
392.89999;414937.09375
393;405461.40625
393.10001;394440
393.20001;381932.59375
393.30002;368108.90625
393.39999;353083.84375
393.5;337073.4375
393.60001;320274.9375
393.70001;302923.5
393.80002;285263.71875
393.89999;267582.96875
394;250122.421875
394.10001;233136.953125
394.20001;216894.5
394.30002;201610.015625
394.39999;187515.59375
394.5;174762.75
394.60001;163526.453125
394.70001;153923.03125
394.80002;146037.34375
394.89999;139928.25
395;135593.1875
395.10001;133020.453125
395.20001;132144.375
395.30002;132887.0625
395.39999;135123.46875
395.5;138722.203125
395.60001;143537.609375
395.70001;149396.953125
395.80002;156140.28125
395.89999;163567.03125
396;171536.90625
396.10001;179886.625
396.20001;188467.46875
396.30002;197159.40625
396.39999;205852.984375
396.5;214489.71875
396.60001;223004.40625
396.70001;231369.6875
396.80002;239594.4375
396.89999;247707.34375
397;255757.9375
397.10001;263811.53125
397.20001;271956.75
397.30002;280305
397.39999;288944.375
397.5;297980.5625
397.60001;307518.8125
397.70001;317647.8125
397.80002;328443.875
397.89999;339945.3125
398;352189.9375
398.10001;365189.15625
398.20001;378878.25
398.30002;393211.5625
398.39999;408062.34375
398.5;423313.59375
398.60001;438756.875
398.70001;454199.40625
398.80002;469388.71875
398.89999;484069.84375
399;497950.46875
399.10001;510721.59375
399.20001;522087.53125
399.30002;531719.375
399.39999;539318.8125
399.5;544593
399.60001;547291.75
399.70001;547155.6875
399.80002;543985.5625
399.89999;537611.75
400;527943.4375
400.10001;514895.9375
400.20001;498466.1875
400.30002;478694.1875
400.39999;455713.875
400.5;429651.34375
400.60001;400746.375
400.70001;369259.71875
400.80002;335528.3125
400.89999;299901
401;262775.3125
401.10001;224588.78125
401.20001;185779.625
401.30002;146824.25
401.39999;108189.3203125
401.5;70320.515625
401.60001;33678.796875
401.70001;-1298.2666015625
401.80002;-34218.390625
401.89999;-64685.3359375
402;-92420.0390625
402.10001;-117105.9296875
402.20001;-138518.828125
402.30002;-156493.34375
402.39999;-170895.96875
402.5;-181655.3125
402.60001;-188758.65625
402.70001;-192232.828125
402.80002;-192171.6875
402.89999;-188698.09375
403;-181962.9375
403.10001;-172174.625
403.20001;-159551.625
403.30002;-144335.015625
403.39999;-126782.5390625
403.5;-107141.0234375
403.60001;-85682.6640625
403.70001;-62636.9921875
403.80002;-38251.6015625
403.89999;-12765.46875
404;13660.541015625
404.10001;40836.08984375
404.20001;68611.890625
404.30002;96889.78125
404.39999;125558.6171875
404.5;154576.15625
404.60001;183904.578125
404.70001;213540.21875
404.80002;243457.71875
404.89999;273696.09375
405;304293.65625
405.10001;335285.625
405.20001;366685.71875
405.30002;398543.9375
405.39999;430841.84375
405.5;463620.65625
405.60001;496837.09375
405.70001;530474.75
405.80002;564415
405.89999;598585.875
406;632863.375
406.10001;667079.625
406.20001;701045.3125
406.30002;734551.1875
406.39999;767386.125
406.5;799281.9375
406.60001;829961.1875
406.70001;859153.25
406.80002;886597.1875
406.89999;912007.5
407;935152.375
407.10001;955753.375
407.20001;973617.3125
407.30002;988545
407.39999;1000379.0625
407.5;1009043.875
407.60001;1014432.4375
407.70001;1016552
407.80002;1015440.125
407.89999;1011156.9375
408;1003877.3125
408.10001;993739.5625
408.20001;980978.4375
408.30002;965875.4375
408.39999;948740.4375
408.5;929874.375
408.60001;909671.9375
408.70001;888497
408.80002;866732.625
408.89999;844754.625
409;822977.375
409.10001;801696.875
409.20001;781285.1875
409.30002;762038.3125
409.39999;744258.75
409.5;728096.5625
409.60001;713771.4375
409.70001;701427.5625
409.80002;691105.75
409.89999;682841.5
410;676569.8125
410.10001;672212
410.20001;669632
410.30002;668631.5625
410.39999;669002.3125
410.5;670442.75
410.60001;672701.6875
410.70001;675449.8125
